id	category	question	value	distractor1	distractor2	distractor3	audit_status	issues
DV20-663	Chair Flying - If Then Traps	You are behind profile at Flaps-up landing — circuit speeds. In a flaps-up landing, what are the downwind, base, and fi…	70 kts / 70 kts / 70 kts	90 kts / 80 kts / 70 kts	70 kts / 65 kts / 58 kts	75 kts / 70 kts / 60 kts		
DV20-664	Chair Flying - If Then Traps	You are behind profile at Normal landing — throttle idle point. During a normal landing, when is the throttle retarded …	Level flight about 1 m above the runway is established	ON before reducing power	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon		
DV20-665	Chair Flying - If Then Traps	You are behind profile at Short field landing — post-nosewheel action. On a short field landing, what is done after the…	Flaps UP and brake carefully	Apply full power for touch-and-go	Leave flaps LDG until clear of runway	Retract carb heat first		
DV20-666	Chair Flying - If Then Traps	You are behind profile at Touch and go (paved) — flap setting. What flap setting is used for a touch and go on a paved …	UP (considering distance available)	LDG until rotation	Full flap throughout	T/O always		
DV20-667	Chair Flying - If Then Traps	You are behind profile at Strong crosswind — recommended landing type. In a strong crosswind, what type of landing may …	A flapless landing	Higher power on final only	Full flap landing always	Slip without rudder correction		
DV20-668	Chair Flying - If Then Traps	You are behind profile at Go-around — flap setting after power. After applying power in a go-around, what flap setting …	"T/O after ""Speed checked"" within white arc"	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon	Decrease angle of attack, not altitude loss		
DV20-669	Chair Flying - If Then Traps	You are behind profile at Go-around, balked landing. What is the initial climb speed sequence after a go-around?	58 kts (Vx), then 65 kts (Vy) when clear of obstacles	90 kts until downwind	51 kts until 200 ft	70 kts immediately		
DV20-670	Chair Flying - If Then Traps	You are behind profile at Go-around — flaps UP height/prop setting. After a go-around, above what height are flaps sele…	200 ft AAL	700 ft AAL	500 ft AGL on base	1000 ft AAL		
DV20-671	Chair Flying - If Then Traps	You are behind profile at Go-around at Hilversum — runway side restriction. During a go-around at Hilversum, which side…	Right side of runway due to gliders/paras	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"	100 ft/min extra descend rate		
DV20-672	Chair Flying - If Then Traps	You are behind profile at Rejected takeoff — abort criterion. A rejected takeoff should be executed if a continued take…	Rotation	Flap retraction	Crosswind turn	77 liters		
DV20-673	Chair Flying - If Then Traps	You are behind profile at Engine failure after takeoff. Below what height should a simulated engine failure after takeo…	300 ft AGL	500 ft AGL	700 ft AAL	200 ft AAL		
DV20-674	Chair Flying - If Then Traps	You are behind profile at Engine failure after takeoff — glide speed. After an engine failure after takeoff, to what gl…	59 kts with flaps T/O, or 70 kts with flaps UP	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-675	Chair Flying - If Then Traps	You are behind profile at Engine failure in flight (>1500 ft) — fly-to area. On an engine failure in flight above 1500 …	Downwind with 1000 ft point	100 ft before desired altitude	2000 ft AGL	3000 ft AGL		
DV20-676	Chair Flying - If Then Traps	You are behind profile at Engine failure in flight (<700 ft) — fly-to area. On an engine failure in flight below 700 ft…	Direct final	Climb to 1500 ft first	Direct base only	The parking area		
DV20-677	Chair Flying - If Then Traps	You are behind profile at Emergency landing engine off — approach speed. What airspeed is used for an emergency landing…	59 kts	43 kts always	55 kts on downwind only	70 kts		
DV20-678	Chair Flying - If Then Traps	You are behind profile at Electrical fire including smoke in flight. What is the first action for an electrical fire (w…	Master switch (battery) OFF	Full throttle	Open canopy immediately	Extend flaps LDG		
DV20-679	Chair Flying - If Then Traps	You are behind profile at Generator warning light with discharge — action. If the generator warning light shows with di…	Switch off all nonessential equipment and land at nearest suitable airport	Increase throttle to maximum	Turn master switch ON and OFF repeatedly	Continue flight indefinitely		
DV20-680	Chair Flying - If Then Traps	You are behind profile at introduction. What is the first priority in all abnormal procedures?	Maintain airplane control — fly the airplane	Extend flaps immediately	Complete radio calls first	Shut down all electrical systems		
DV20-681	Chair Flying - If Then Traps	You are behind profile at Fuel dipstick — lowest notch indication. On the fuel dipstick, what does the lowest notch ind…	10 liters of usable fuel	Full tank only	77 liters total	Unusable fuel quantity		
DV20-682	Chair Flying - If Then Traps	You are behind profile at Approved fuel grades. What is the preferred approved fuel at EHHV?	MOGAS per BAZ-Regulation	Aviation lubricant mixed with fuel	Jet A-1	Automotive diesel		
DV20-683	Chair Flying - If Then Traps	You are behind profile at Approved lubricant CAUTION — prohibited substitute. According to the document's CAUTION, what…	Aviation lubricant for engine oil	MOGAS at EHHV	SF or SG marked automotive oil	100LL AVGAS		
DV20-684	Chair Flying - If Then Traps	You are behind profile at Departure briefing — Hilversum circuit join point. In the departure briefing example, where i…	700 ft at crosswind leg under 45°	700 ft AAL	1000 ft AAL	500 ft and 20° before extended centerline		
DV20-685	Chair Flying - If Then Traps	You are behind profile at Departure and approach briefing & TEM. What should threat and error management briefings iden…	Threats and how to mitigate them	Passenger meal preferences	Historical accident statistics only	77 liters		
DV20-686	Chair Flying - If Then Traps	You are behind profile at EHHV glide-in — downwind requirement. What does an EHHV glide-in from 1000 ft downwind requir…	Mandatory call, no traffic ahead, instructor only	Solo student approval	No radio call required	Full flap landing		
DV20-687	Chair Flying - If Then Traps	You are behind profile at Solo student call sign prefix. What call sign prefix should solo student pilots use?	STUDENT	GLIDER	TRAINING	DV20		
DV20-688	Chair Flying - If Then Traps	You are behind profile at Instruments/brakes check during taxiing. When taxiing, the instruments/brakes check is called…	The parking area	Crosswind leg	The runway	77 liters		
DV20-689	Chair Flying - If Then Traps	You are behind profile at After take-off. On the AFTER TAKE-OFF checklist (minimum 200 ft AAL), what should you do?	Select flaps UP and set propeller speed to 2400 RPM	Set flaps T/O and reduce to idle power	Retract flaps and turn electric fuel pump OFF	Extend flaps LDG and set MAX RPM		
DV20-690	Chair Flying - If Then Traps	You are behind profile at Electric fuel pump OFF timing. When should the electric fuel pump be switched OFF after takeo…	Above 1000 ft AAL	3000 ft AGL	700 ft AAL	1000 ft AAL		
DV20-691	Chair Flying - If Then Traps	You are behind profile at Engine run-up — throttle RPM (brakes held). During the engine run-up, to what RPM is the thro…	1700 RPM	1500 RPM	1100 RPM	2400 RPM		
DV20-692	Chair Flying - If Then Traps	You are behind profile at Starting engine (CAUTION). If oil pressure is below 1.5 bar after start, what is the maximum …	10 seconds	5 seconds	15 seconds	30 seconds		
DV20-693	Chair Flying - If Then Traps	You are behind profile at Downwind. what position should carburetor heat be in?	ON	OFF	T/O	UP		
DV20-694	Chair Flying - If Then Traps	You are behind profile at Emergency landing with engine off — approach speed. What airspeed does the EMERGENCY LANDING …	59 kts	70 kts	43 kts	55 kts		
DV20-695	Chair Flying - If Then Traps	If this trigger appears at Base-to-final turn — altitude and position, At approximately what altitude and position is t…	500 ft and 20° before extended centerline	300 ft on centerline	700 ft at crosswind	200 ft abeam threshold		
DV20-696	Chair Flying - If Then Traps	If this trigger appears at Final centerline — established altitude, By what altitude should you be established on the f…	300 ft	200 ft AAL	300 ft AGL	Downwind with 1000 ft point		
DV20-697	Chair Flying - If Then Traps	If this trigger appears at Final approach — max flap extension speed, Below what speed may the flaps be selected?	81 kts (VFE)	70 kts	117 kts (VNO)	104 kts (VA)		
DV20-698	Chair Flying - If Then Traps	If this trigger appears at VFR standard circuit, What is the minimum height for overflying a circuit area to read the s…	1000 ft AAL	700 ft AAL	2000 ft AGL	500 ft AAL		
DV20-699	Chair Flying - If Then Traps	If this trigger appears at Normal takeoff, What is the rotation speed for a normal takeoff?	51 kts	58 kts	65 kts	57 kts		
DV20-700	Chair Flying - If Then Traps	If this trigger appears at Normal takeoff — post-rotation acceleration speed, After rotation on a normal takeoff, to wh…	65 kts (Vy flaps T/O) then 70 kts after flap retraction	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-701	Chair Flying - If Then Traps	If this trigger appears at Normal takeoff (long hard runway) — flap setting, For a normal takeoff from a long, hard-sur…	Flaps UP	Flaps T/O	Flaps LDG	No flaps, with reduced power		
DV20-702	Chair Flying - If Then Traps	If this trigger appears at Normal takeoff (short/soft runway) — flap setting, For a normal takeoff from a short runway …	Flaps T/O	Flaps UP	Flaps LDG	No flaps, with reduced power		
DV20-703	Chair Flying - If Then Traps	If this trigger appears at Obstacle clearance takeoff, What is the rotation speed for an obstacle clearance (short fiel…	57 kts	60 kts	51 kts	65 kts		
DV20-704	Chair Flying - If Then Traps	If this trigger appears at Obstacle clearance takeoff — climb speed, What climb speed is held until clear of obstacles …	58 kts (Vx)	65 kts (Vy)	70 kts	51 kts		
DV20-705	Chair Flying - If Then Traps	If this trigger appears at Soft/rough field takeoff — nose-raise speed, On a soft/rough field takeoff, at what speed do…	60 kts	65 kts	51 kts	70 kts		
DV20-706	Chair Flying - If Then Traps	If this trigger appears at Normal takeoff, During the takeoff roll, what should the engine instruments read?	2400 RPM ±100 RPM	1700 RPM	1100–1500 RPM	1100 RPM		
DV20-707	Chair Flying - If Then Traps	If this trigger appears at Normal takeoff, leaving the circuit, When leaving the circuit after departure, what is done …	OFF	T/O	ON	UP		
DV20-708	Chair Flying - If Then Traps	If this trigger appears at Circuit and normal landing, What is the normal minimum speed over the threshold?	60 kts	70 kts	58 kts	55 kts		
DV20-709	Chair Flying - If Then Traps	If this trigger appears at Short field landing, What is the minimum threshold speed for a short field landing?	55 kts	43 kts	60 kts	70 kts		
DV20-710	Chair Flying - If Then Traps	If this trigger appears at Flaps-up landing — circuit speeds, In a flaps-up landing, what are the downwind, base, and f…	70 kts / 70 kts / 70 kts	90 kts / 80 kts / 70 kts	70 kts / 65 kts / 58 kts	75 kts / 70 kts / 60 kts		
DV20-711	Chair Flying - If Then Traps	If this trigger appears at Normal landing — throttle idle point, During a normal landing, when is the throttle retarded…	Level flight about 1 m above the runway is established	ON before reducing power	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon		
DV20-712	Chair Flying - If Then Traps	If this trigger appears at Soft field landing — technique emphasis, What does soft field landing technique emphasize?	Keep nosewheel off as long as possible with full back pressure	Brake immediately after main gear touchdown	Flaps UP throughout approach	Higher approach speed of 90 kts		
DV20-713	Chair Flying - If Then Traps	If this trigger appears at Short field landing — post-nosewheel action, On a short field landing, what is done after th…	Flaps UP and brake carefully	Apply full power for touch-and-go	Leave flaps LDG until clear of runway	Retract carb heat first		
DV20-714	Chair Flying - If Then Traps	If this trigger appears at Touch and go (paved) — flap setting, What flap setting is used for a touch and go on a paved…	UP (considering distance available)	LDG until rotation	Full flap throughout	T/O always		
DV20-715	Chair Flying - If Then Traps	If this trigger appears at Touch and go (grass) — flap setting, What flap setting is used for a touch and go on grass?	T/O	ON	OFF	UP		
DV20-716	Chair Flying - If Then Traps	If this trigger appears at Strong crosswind — recommended landing type, In a strong crosswind, what type of landing may…	A flapless landing	Higher power on final only	Full flap landing always	Slip without rudder correction		
DV20-717	Chair Flying - If Then Traps	If this trigger appears at Go-around, balked landing, What are the first actions in a go-around / balked landing?	MAX RPM, throttle FULL, carburetor heat OFF	Pitch up before adding power	Flaps UP, idle power, carb heat ON	Retract all flaps, then add power		
DV20-718	Chair Flying - If Then Traps	If this trigger appears at Go-around — flap setting after power, After applying power in a go-around, what flap setting…	"T/O after ""Speed checked"" within white arc"	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon	Decrease angle of attack, not altitude loss		
DV20-719	Chair Flying - If Then Traps	If this trigger appears at Go-around, balked landing, What is the initial climb speed sequence after a go-around?	58 kts (Vx), then 65 kts (Vy) when clear of obstacles	90 kts until downwind	51 kts until 200 ft	70 kts immediately		
DV20-720	Chair Flying - If Then Traps	If this trigger appears at Go-around — flaps UP height/prop setting, After a go-around, above what height are flaps sel…	200 ft AAL	700 ft AAL	500 ft AGL on base	1000 ft AAL		
DV20-721	Chair Flying - If Then Traps	If this trigger appears at Go-around at Hilversum — runway side restriction, During a go-around at Hilversum, which sid…	Right side of runway due to gliders/paras	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"	100 ft/min extra descend rate		
DV20-722	Chair Flying - If Then Traps	If this trigger appears at Transition to climb — full throttle speed, In the transition from straight and level to clim…	70 kts	90 kts	58 kts	65 kts		
DV20-723	Chair Flying - If Then Traps	If this trigger appears at Level-off from climb — power reduction speed, When leveling off from a climb, at what airspe…	90 kts	70 kts	65 kts	75 kts		
DV20-724	Chair Flying - If Then Traps	If this trigger appears at Transition to descent — carburetor heat, In the transition to descent, what should be done w…	ON before reducing power	MAX RPM, throttle FULL, carburetor heat OFF	"T/O after ""Speed checked"" within white arc"	Right side of runway due to gliders/paras		
DV20-725	Chair Flying - If Then Traps	If this trigger appears at Level-off from descent — carburetor heat OFF point, When leveling off from a descent, at wha…	100 ft before desired altitude	300 ft	200 ft AAL	300 ft AGL		
DV20-726	Chair Flying - If Then Traps	If this trigger appears at Level turn, What is the standard bank angle for a level turn?	30°	45°	15°	20°		
DV20-727	Chair Flying - If Then Traps	If this trigger appears at Level turn, What is the approximate target speed during a 30 degree level turn?	95 kts	90 kts	104 kts	70 kts		
DV20-728	Chair Flying - If Then Traps	If this trigger appears at Climbing turn, What is the maximum bank angle for a climbing turn?	15°	20°	30°	45°		
DV20-729	Chair Flying - If Then Traps	If this trigger appears at Steep turn, During a 45 degree steep turn, what should you do when passing 30 degrees of ban…	"Increase power setting by 2"""	Extend flaps T/O	"Decrease power setting by 2"""	Retard throttle to idle		
DV20-730	Chair Flying - If Then Traps	If this trigger appears at Steep turn, What is the minimum altitude for the steep turn exercise when solo?	2000 ft AGL	700 ft AGL	1500 ft AGL	3000 ft AGL		
DV20-731	Chair Flying - If Then Traps	If this trigger appears at Scanflow — traffic reporting method, What method is recommended for reporting traffic during…	Clock position combined with above/below/on the horizon	Altitude in feet only	Distance in nautical miles only	Compass heading only		
DV20-732	Chair Flying - If Then Traps	If this trigger appears at Clearing turns — target speed, What speed should be maintained during clearing turns before …	90 kts	VS+10 kts	65 kts	70 kts		
DV20-733	Chair Flying - If Then Traps	If this trigger appears at Transition to glide, What is the target speed when establishing a glide from straight and le…	70 kts	90 kts	59 kts	64 kts		
DV20-734	Chair Flying - If Then Traps	If this trigger appears at Slow flight entry — initial power reduction, On entry to slow flight, to what power setting …	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"	"15"" MP"		
DV20-735	Chair Flying - If Then Traps	If this trigger appears at Approach-to-stall — recovery trigger (besides warning/buffet), Besides stall warning and buf…	5 kts above stall speed, whichever comes first	104 kts	15 kts	64 kts		
DV20-736	Chair Flying - If Then Traps	If this trigger appears at Power-on stall recovery — minimum speed before climb attitude, In a power-on stall recovery,…	60 kts	43 kts	55 kts	70 kts		
DV20-737	Chair Flying - If Then Traps	If this trigger appears at Altitude, What is the minimum recovery altitude for a full stall when solo?	3000 ft AGL	2000 ft AGL	1500 ft AGL	700 ft AGL		
DV20-738	Chair Flying - If Then Traps	If this trigger appears at Altitude, What is the minimum recovery altitude for an approach to stall when solo?	2000 ft AGL	1000 ft AGL	3000 ft AGL	1500 ft AGL		
DV20-739	Chair Flying - If Then Traps	If this trigger appears at Stall recovery — priority action, During stall recovery, what takes priority?	Decrease angle of attack, not altitude loss	Maintain altitude at all costs	Retard throttle to idle first	Extend flaps immediately		
DV20-740	Chair Flying - If Then Traps	If this trigger appears at Before lowering flaps — required action, What must you do before lowering the flaps?	"Check speed is in the white arc and call out ""Speed checked"""	Set power to idle	Retract flaps fully first	Set carburetor heat OFF		
DV20-741	Chair Flying - If Then Traps	If this trigger appears at Accelerating from slow flight — flap retraction speed, When accelerating out of slow flight …	81 kts	90 kts	104 kts	70 kts		
DV20-742	Chair Flying - If Then Traps	If this trigger appears at Circuit area vertical extent, Up to what altitude does the aerodrome circuit area extend ver…	1000 ft AAL	500 ft AGL	700 ft AAL	2000 ft AAL		
DV20-743	Chair Flying - If Then Traps	If this trigger appears at Standard circuit join point and angle, Where and at what angle should you join the standard …	Half-way downwind at 90° interception angle	30°	15°	45° half-way crosswind leg		
DV20-744	Chair Flying - If Then Traps	If this trigger appears at Circuit departure point, Where does leaving the aerodrome circuit normally take place?	45° half-way crosswind leg	30°	15°	Half-way downwind at 90° interception angle		
DV20-745	Chair Flying - If Then Traps	If this trigger appears at Downwind HARS check — included speed, What speed is included in the downwind HARS check?	70 kts	90 kts	60 kts	75 kts		
DV20-746	Chair Flying - If Then Traps	If this trigger appears at Turning base — threshold wing position, When turning base, where should the threshold be rel…	45–60° behind the wing	30°	15°	Half-way downwind at 90° interception angle		
DV20-747	Chair Flying - If Then Traps	At Base-to-final turn — altitude and position, which action avoids the trap for: At approximately what altitude and pos…	500 ft and 20° before extended centerline	300 ft on centerline	700 ft at crosswind	200 ft abeam threshold		
DV20-748	Chair Flying - If Then Traps	At Final centerline — established altitude, which action avoids the trap for: By what altitude should you be establishe…	300 ft	200 ft AAL	300 ft AGL	Downwind with 1000 ft point		
DV20-749	Chair Flying - If Then Traps	If you miss this step at Final approach — max flap extension speed, Below what speed may the flaps be selected?	81 kts (VFE)	70 kts	117 kts (VNO)	104 kts (VA)		
DV20-750	Chair Flying - If Then Traps	At VFR standard circuit, which action avoids the trap for: What is the minimum height for overflying a circuit area to …	1000 ft AAL	700 ft AAL	2000 ft AGL	500 ft AAL		
DV20-751	Chair Flying - If Then Traps	If you miss this step at Normal takeoff, What is the rotation speed for a normal takeoff?	51 kts	58 kts	65 kts	57 kts		
DV20-752	Chair Flying - If Then Traps	If you miss this step at Normal takeoff — post-rotation acceleration speed, After rotation on a normal takeoff, to what…	65 kts (Vy flaps T/O) then 70 kts after flap retraction	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-753	Chair Flying - If Then Traps	At Normal takeoff (long hard runway) — flap setting, which action avoids the trap for: For a normal takeoff from a long…	Flaps UP	Flaps T/O	Flaps LDG	No flaps, with reduced power		
DV20-754	Chair Flying - If Then Traps	At Normal takeoff (short/soft runway) — flap setting, which action avoids the trap for: For a normal takeoff from a sho…	Flaps T/O	Flaps UP	Flaps LDG	No flaps, with reduced power		
DV20-755	Chair Flying - If Then Traps	If you miss this step at Obstacle clearance takeoff, What is the rotation speed for an obstacle clearance (short field)…	57 kts	60 kts	51 kts	65 kts		
DV20-756	Chair Flying - If Then Traps	If you miss this step at Obstacle clearance takeoff — climb speed, What climb speed is held until clear of obstacles on…	58 kts (Vx)	65 kts (Vy)	70 kts	51 kts		
DV20-757	Chair Flying - If Then Traps	If you miss this step at Soft/rough field takeoff — nose-raise speed, On a soft/rough field takeoff, at what speed do y…	60 kts	65 kts	51 kts	70 kts		
DV20-758	Chair Flying - If Then Traps	At Normal takeoff, which action avoids the trap for: During the takeoff roll, what should the engine instruments read?	2400 RPM ±100 RPM	1700 RPM	1100–1500 RPM	1100 RPM		
DV20-759	Chair Flying - If Then Traps	At Normal takeoff, leaving the circuit, which action avoids the trap for: When leaving the circuit after departure, wha…	OFF	T/O	ON	UP		
DV20-760	Chair Flying - If Then Traps	If you miss this step at Circuit and normal landing, What is the normal minimum speed over the threshold?	60 kts	70 kts	58 kts	55 kts		
DV20-761	Chair Flying - If Then Traps	If you miss this step at Short field landing, What is the minimum threshold speed for a short field landing?	55 kts	43 kts	60 kts	70 kts		
DV20-762	Chair Flying - If Then Traps	If you miss this step at Flaps-up landing — circuit speeds, In a flaps-up landing, what are the downwind, base, and fin…	70 kts / 70 kts / 70 kts	90 kts / 80 kts / 70 kts	70 kts / 65 kts / 58 kts	75 kts / 70 kts / 60 kts		
DV20-763	Chair Flying - If Then Traps	At Normal landing — throttle idle point, which action avoids the trap for: During a normal landing, when is the throttl…	Level flight about 1 m above the runway is established	ON before reducing power	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon		
DV20-764	Chair Flying - If Then Traps	At Soft field landing — technique emphasis, which action avoids the trap for: What does soft field landing technique em…	Keep nosewheel off as long as possible with full back pressure	Brake immediately after main gear touchdown	Flaps UP throughout approach	Higher approach speed of 90 kts		
DV20-765	Chair Flying - If Then Traps	If this checklist cue is missed at Engine failure after takeoff — glide speed, After an engine failure after takeoff, t…	59 kts with flaps T/O, or 70 kts with flaps UP	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-766	Chair Flying - If Then Traps	If this checklist cue is missed at Insufficient engine power drill — carburetor heat position, On the insufficient engi…	OFF	T/O	ON	UP		
DV20-767	Chair Flying - If Then Traps	If this checklist cue is missed at Engine failure in flight (>1500 ft) — fly-to area, On an engine failure in flight ab…	Downwind with 1000 ft point	100 ft before desired altitude	2000 ft AGL	3000 ft AGL		
DV20-768	Chair Flying - If Then Traps	If this checklist cue is missed at Engine failure in flight (<700 ft) — fly-to area, On an engine failure in flight bel…	Direct final	Climb to 1500 ft first	Direct base only	STUDENT		
DV20-769	Chair Flying - If Then Traps	If this checklist cue is missed at Engine failure in flight — transponder code, What transponder code is set during an …	7700	7500	1200	7600		
DV20-770	Chair Flying - If Then Traps	If this checklist cue is missed at Emergency landing engine off — approach speed, What airspeed is used for an emergenc…	59 kts	43 kts always	55 kts on downwind only	70 kts		
DV20-771	Chair Flying - If Then Traps	If this checklist cue is missed at Electrical fire including smoke in flight, What is the first action for an electrica…	Master switch (battery) OFF	Full throttle	Open canopy immediately	Extend flaps LDG		
DV20-772	Chair Flying - If Then Traps	If this checklist cue is missed at Generator warning light with discharge — action, If the generator warning light show…	Switch off all nonessential equipment and land at nearest suitable airport	Increase throttle to maximum	Turn master switch ON and OFF repeatedly	Continue flight indefinitely		
DV20-773	Chair Flying - If Then Traps	If this checklist cue is missed at Engine fire in flight — checklist airspeed, What airspeed does the ENGINE FIRE IN FL…	70 kts	81 kts	104 kts	15 kts		
DV20-774	Chair Flying - If Then Traps	If this checklist cue is missed at introduction, What is the first priority in all abnormal procedures?	Maintain airplane control — fly the airplane	Extend flaps immediately	Complete radio calls first	Shut down all electrical systems		
DV20-775	Chair Flying - If Then Traps	If this checklist cue is missed at After take-off, On the AFTER TAKE-OFF checklist (minimum 200 ft AAL), what should yo…	Select flaps UP and set propeller speed to 2400 RPM	Set flaps T/O and reduce to idle power	Retract flaps and turn electric fuel pump OFF	Extend flaps LDG and set MAX RPM		
DV20-776	Chair Flying - If Then Traps	If this checklist cue is missed at Electric fuel pump OFF timing, When should the electric fuel pump be switched OFF af…	Above 1000 ft AAL	3000 ft AGL	700 ft AAL	1000 ft AAL		
DV20-777	Chair Flying - If Then Traps	If this checklist cue is missed at Engine run-up — throttle RPM (brakes held), During the engine run-up, to what RPM is…	1700 RPM	1500 RPM	1100 RPM	2400 RPM		
DV20-778	Chair Flying - If Then Traps	If this checklist cue is missed at Starting engine (CAUTION), If oil pressure is below 1.5 bar after start, what is the…	10 seconds	5 seconds	15 seconds	30 seconds		
DV20-779	Chair Flying - If Then Traps	If this checklist cue is missed at Downwind, what position should carburetor heat be in?	ON	OFF	T/O	UP		
DV20-780	Chair Flying - If Then Traps	If this checklist cue is missed at Balked landing, What is the target speed on the BALKED LANDING checklist?	58 kts (Vx)	104 kts	15 kts	64 kts		
DV20-781	Chair Flying - If Then Traps	If this checklist cue is missed at Engine failure during flight, What is the initial airspeed on the ENGINE FAILURE DUR…	70 kts	64 kts	59 kts	90 kts		
DV20-782	Chair Flying - If Then Traps	If this checklist cue is missed at Emergency landing with engine off — approach speed, What airspeed does the EMERGENCY…	59 kts	70 kts	43 kts	55 kts		
DV20-783	Chair Flying - If Then Traps	If this checklist cue is missed at Taxi warm-up — oil temperature RPM, During taxi warm-up, at what RPM is the engine o…	1100–1500 RPM	1700 RPM	2400 RPM ±100 RPM	1100 RPM		
DV20-784	Chair Flying - If Then Traps	If this checklist cue is missed at Rejected takeoff — abort criterion, A rejected takeoff should be executed if a conti…	Rotation	Flap retraction	Crosswind turn	14:1		
DV20-785	Chair Flying - If Then Traps	If this checklist cue is missed at Engine failure after takeoff, Below what height should a simulated engine failure af…	300 ft AGL	500 ft AGL	700 ft AAL	200 ft AAL		
DV20-786	Chair Flying - If Then Traps	During chair-flying at Engine failure after takeoff — glide speed, if you skip this checklist item: After an engine fai…	59 kts with flaps T/O, or 70 kts with flaps UP	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-787	Chair Flying - If Then Traps	At Insufficient engine power drill — carburetor heat position, On the insufficient engine power drill, what position is…	OFF	T/O	ON	UP		
DV20-788	Chair Flying - If Then Traps	At Engine failure in flight (>1500 ft) — fly-to area, On an engine failure in flight above 1500 ft, where do you fly?	Downwind with 1000 ft point	100 ft before desired altitude	2000 ft AGL	3000 ft AGL		
DV20-789	Chair Flying - If Then Traps	At Engine failure in flight (<700 ft) — fly-to area, which checklist response applies: On an engine failure in flight b…	Direct final	Climb to 1500 ft first	Direct base only	10 liters of usable fuel		
DV20-790	Chair Flying - If Then Traps	At Engine failure in flight — transponder code, which checklist response applies: What transponder code is set during a…	7700	7500	1200	7600		
DV20-791	Chair Flying - If Then Traps	During chair-flying at Emergency landing engine off — approach speed, if you skip this checklist item: What airspeed is…	59 kts	43 kts always	55 kts on downwind only	70 kts		
DV20-792	Chair Flying - If Then Traps	At Electrical fire including smoke in flight, which checklist response applies: What is the first action for an electri…	Master switch (battery) OFF	Full throttle	Open canopy immediately	Extend flaps LDG		
DV20-793	Chair Flying - If Then Traps	At Generator warning light with discharge — action, which checklist response applies: If the generator warning light sh…	Switch off all nonessential equipment and land at nearest suitable airport	Increase throttle to maximum	Turn master switch ON and OFF repeatedly	Continue flight indefinitely		
DV20-794	Chair Flying - If Then Traps	During chair-flying at Engine fire in flight — checklist airspeed, if you skip this checklist item: What airspeed does …	70 kts	81 kts	104 kts	15 kts		
DV20-795	Chair Flying - If Then Traps	At introduction, which checklist response applies: What is the first priority in all abnormal procedures?	Maintain airplane control — fly the airplane	Extend flaps immediately	Complete radio calls first	Shut down all electrical systems		
DV20-796	Chair Flying - If Then Traps	At After take-off, On the AFTER TAKE-OFF checklist (minimum 200 ft AAL), what should you do?	Select flaps UP and set propeller speed to 2400 RPM	Set flaps T/O and reduce to idle power	Retract flaps and turn electric fuel pump OFF	Extend flaps LDG and set MAX RPM		
DV20-797	Chair Flying - If Then Traps	At Electric fuel pump OFF timing, When should the electric fuel pump be switched OFF after takeoff?	Above 1000 ft AAL	3000 ft AGL	700 ft AAL	1000 ft AAL		
DV20-798	Chair Flying - If Then Traps	At Engine run-up — throttle RPM (brakes held), During the engine run-up, to what RPM is the throttle set with the brake…	1700 RPM	1500 RPM	1100 RPM	2400 RPM		
DV20-799	Chair Flying - If Then Traps	At Starting engine (CAUTION), which checklist response applies: If oil pressure is below 1.5 bar after start, what is t…	10 seconds	5 seconds	15 seconds	30 seconds		
DV20-800	Chair Flying - If Then Traps	At Downwind, what position should carburetor heat be in?	ON	OFF	T/O	UP		
DV20-801	Chair Flying - If Then Traps	During chair-flying at Balked landing, if you skip this checklist item: What is the target speed on the BALKED LANDING …	58 kts (Vx)	104 kts	15 kts	64 kts		
DV20-802	Chair Flying - If Then Traps	During chair-flying at Engine failure during flight, if you skip this checklist item: What is the initial airspeed on t…	70 kts	64 kts	59 kts	90 kts		
DV20-803	Chair Flying - If Then Traps	During chair-flying at Emergency landing with engine off — approach speed, if you skip this checklist item: What airspe…	59 kts	70 kts	43 kts	55 kts		
DV20-804	Chair Flying - If Then Traps	At Taxi warm-up — oil temperature RPM, During taxi warm-up, at what RPM is the engine oil warmed to 50 C?	1100–1500 RPM	1700 RPM	2400 RPM ±100 RPM	1100 RPM		
